centre_code,centre_name,city,state,pin,lat,lon,pin_place,pin_state,source
IND843105AAB,Dholi_WardNo4_D (Bihar),Dholi,Bihar,843105,25.9972,85.5764,"Dholi, Narsinghpur, Govindpur Bejha, Mehshi, B.Baghnagari, Machhahi, Beladam, Govindpur Bela, Titra Ashanand",Bihar,geonames-pin
IND722154AAA,MirzapurWB_VidyaDPP_D (West Bengal),MirzapurWB,West Bengal,722154,23.12808571428571,87.18887142857145,"Asurali, J.J.Mirjapur, Karakberia Sadhuadal, Basubati, Bhagaldighi, Bansichandipur, Gelia",West Bengal,geonames-pin
IND205135AAA,Shikohabad_Katrmira_D (Uttar Pradesh),Shikohabad,Uttar Pradesh,205135,,,,,
IND638001AAA,Erode (Tamil Nadu),,Tamil Nadu,638001,11.5152,77.4143,"Erode East, Erode H.O, Erode South, Erode North, Erode Market, Erode Fort",Tamil Nadu,geonames-pin
IND244713AAA,Kashipur_Vaishali_D (Uttarakhand),Kashipur,Uttarakhand,244713,29.217164705882357,79.03453529411765,"Hariawala Chauraha, Karanpur, Sultanpur, Dhanauri, Ganeshnagar, Kila Street, Kundeshwari, Maldhanchaur, Shivrajpur, Pratappur, Kashipur (Udham Singh Nagar), Dhakia No 1, Spinning Mill Kashipur, Kunda, Chaukhandi, Mahuwakhera, Industrial Area Kashipur",Uttarakhand,geonames-pin
IND303106AAA,Paota_SmClyDPP_D (Rajasthan),Paota,Rajasthan,303106,27.313233333333333,75.90516666666666,"Barnagar, Bhonawas, Panditpura, Jaisinghpura, Taskola, Rampura, Paota(Jaipur), Torda Kalan, Thikariya, Buchara, Khelana, Fatehpura Khurd",Rajasthan,geonames-pin
IND385001AAA,Palanpur_DC (Gujarat),Palanpur,Gujarat,385001,24.19509333333333,72.47869999999999,"Dhandha, Sagrosana, Chadotar, Ratanpur Lokniketan, Lunva, Dhanpura, Palanpur Delhigate, Bhagal (J), Vasan, Sangra, Vagda, Lalawada, Palanpur H.O, Palanpur Ganjbazar, Virampur, Hasanpur, Malana, Hoda, Moria  (P), Hathidra, Vadhana, Bhagal (P), Palanpur Kamalpura, Palanpur Kirtistambh, Malan, Sadarpur, Karjoda, Gathaman, Jagana, Jalotra",Gujarat,geonames-pin
IND444303AAA,Khamgaon_WamanDPP_D (Maharashtra),Khamgaon,Maharashtra,444303,20.518124242424243,76.41757878787878,"Kinhi Mahadeo, Hiwarkhed, Ganeshpur, Undri, Lokhanda, Kelanagar, Bori Adgaon, Awar, Atali, Antraj, Ambetakli, Lasura Khurd, Jalamb, Palshi BK, Pimpri Gaoli, Shirala Nemane, Tembhurna, Gawhan, Wazar, Rohana, Shahapur, Khamgaon H.O, Chitoda, Vihigaon, Hingna Karegaon, Gondhanapur, Gharod, Garadgaon, Botha Kazi, Kalegaon, Loni Gurao, Lakhanwada, Warna",Maharashtra,geonames-pin
IND560077AAA,Bengaluru_ Kothanur_L (Karnataka),Bengaluru,Karnataka,560077,13.225699999999998,77.575,"Kothanur, Doddagubbi, Dr. Shivarama Karanth Nagar",Karnataka,geonames-pin
IND741101AAB,Krishnanagar_AnadiDPP_D (West Bengal),Krishnanagar,West Bengal,741101,23.4827,88.5215,"Bowbazar (Nadia), Golapati, Krishnanagar H.O, Krishnanagar Road R.S., Krishnanagar R.S., Ukilpara, Roypara, Natunbazar (Nadia), Nadia School Board, Krishnanagar Court, Kathuriapara, Nagendranagar, Aminbazar",West Bengal,geonames-pin
IND742121AAB,Nowda_ArhamDPP_D (West Bengal),Nowda,West Bengal,742121,24.237693333333333,88.06441333333333,"Jitpur, Chandpur, Amtala, Madhupur, Gangadhari, Pardiar, Nowda, Jagaipur, Goghata, Bhalanagar, Raipur-mirpur, Patikabari, Kanainagar, Garibpur, Mohammadpur",West Bengal,geonames-pin
IND181201AAB,Akhnoor_ThthiCwk_D (Jammu & Kashmir),Akhnoor,Jammu & Kashmir,181201,32.8585125,74.75820625,"Akhnoor, Kathar, Sungal, Bala, Pacca Danga Akhnoor, Gurha Brahmna, Mawa Brahmna, Mandarian, Lehar, Kaink Jagir, Brui, Pangyari, Gharatal, Bamal Colony, Gandharwan, Ambaran",Jammu & Kashmir,geonames-pin
IND274304AAB,Padrauna_BawliDPPP_D (Uttar Pradesh),Padrauna,Uttar Pradesh,274304,26.8057,83.6937,Padrauna H.O,Uttar Pradesh,geonames-pin
IND222001AAA,Jaunpur_Katghara_D (Uttar Pradesh),Jaunpur,Uttar Pradesh,222001,25.7382,82.6399,"Jaunpur H.O, Shastri Marg, Sutahatti Bazar, Shakarmandi, Raj College",Uttar Pradesh,geonames-pin
IND272155AAA,Harraiya_MahuGDPP_D (Uttar Pradesh),Harraiya,Uttar Pradesh,272155,26.842891666666663,82.48576666666666,"Keshwapur, Chorkhari, Bhadawal, Mahrajganj, Majhauwa Babu, Sukrauli Chaudhary, Barahpur, Amari Bazar, Thana Khas, Mahuwapar, Gauhania, Harraiya",Uttar Pradesh,geonames-pin
IND626117AAA,Rajpalayam_AshkTalk_D (Tamil Nadu),Rajpalayam,Tamil Nadu,626117,9.443,77.8389,"Rajapalayam Bus Stand, Rajapalayam Ambalapuli Bazzar, Rajapalayam Bazzar, Pudupalayam (Virudhunagar), Rajapalayam H.O",Tamil Nadu,geonames-pin
IND638452AAA,Gobicheti_Ward25_D (Tamil Nadu),Gobicheti,Tamil Nadu,638452,11.3467,77.3831,"Gobichettipalayam H.O, Gobichettipalayam East",Tamil Nadu,geonames-pin
IND785634AAA,Mariani_Mainroad_D (Assam),Mariani,Assam,785634,26.6572,94.3153,"Mariani, Nagajanka, Doklongia, Meleng, Namrupia",Assam,geonames-pin
IND673104AAA,Vadakara_Mandodi_D (Kerala),Vadakara,Kerala,673104,11.59654,75.79585,"Nadakkuthala, Meppayil, Chemmarathur, Keezhil, Siddhasamaj, Vayikkilassery, Nut Street, Puthur, Memunda, Kurikkilad",Kerala,geonames-pin
IND203390AAA,Anupshahar_DcntCLY_D (Uttar Pradesh),Anupshahar,Uttar Pradesh,203390,28.323715384615387,78.2404,"Bagsara, Jirouly, Sirora  Banger, Bibayana, Birouly, Bhargava Pharmacy, Surajpur  Makhena, Surajpur Makhena, Roop  Wash, Malakpur, Anupshahr, Parly, Bhopatpur",Uttar Pradesh,geonames-pin
IND285001AAD,Orai_Ajnari_D (Uttar Pradesh),Orai,Uttar Pradesh,285001,25.973162962962963,79.41772962962962,"Rahiya, Dhantauli, Chilli, Dhanaura, Karmer, Imiliya, Baragaon, Garhar, Kukargaon, Kharra, Mandri, Kharka, Sihari Daoodpur, Aeir, Kharoosa, Timron, Roora Addu, Shahjadpura, Beerpura, Orai Kutchery, Hardoi Guzar, Rath Road Orai, Dvc Road Orai, Orai Town, Orai H.O, Nunsai, Orai Railway Station",Uttar Pradesh,geonames-pin
IND335513AAA,Hanumangarh_DC (Rajasthan),Hanumangarh,Rajasthan,335513,29.2714,74.549,"Hanumangarh Town Bazar, Ramsara Narain, Kishanpura Dikhnada, Sherekan, Kamrani, Amarpura Theri, Kohlan, Nai Abdi Manumangarh Town, Hanumangarh Town, Jhamber",Rajasthan,geonames-pin
IND591115AAB,Kittur_ColageRD_D (Karnataka),Kittur,Karnataka,591115,15.693986666666666,74.81532666666666,"Kalbhavi, Tigadolli, Turkarshigihalli, Avaradi, Kittur Channamma School, Kittur Somwarpeth, Sangolli, Basarkod, Ugarkhod, Nichanki, Kulvalli, Bailur, Degaon, Kittur, Hirenandihalli",Karnataka,geonames-pin
IND245304AAA,Pilkhuwa_HapurRD_D (Uttar Pradesh),Pilkhuwa,Uttar Pradesh,245304,28.75181052631579,77.54373684210528,"Kastala, Bajhera Khurd, Kandoli, Kalchina, Mukeempur, Anwarpur, Tyori, Nagola, Farid Nagar, Doohri, Chajarsi, Samaipur, Khera, Bhojpur, Atrauli, Bhadola, Dehpa Azampur, New Market Pilkhauwa, Pilkhauwa",Uttar Pradesh,geonames-pin
IND824101AAA,AurngbadBR_Mahindra_D (Bihar),AurngbadBR,Bihar,824101,24.7656,84.3868,"Aurangabad Kutchehry, Aurangabad (BH) H.O",Bihar,geonames-pin
IND786171AAA,Digboi_JyotiNgr_D (Assam),Digboi,Assam,786171,27.42572307692308,95.38118461538464,"Powai, 3 No Borbil, Nazirating, Balijan, Muliabari, Golai, Bogapani, Lakhipather, Dhekiajan, Digboi Charali, Bhimpathar, Digboi, Tingrai",Assam,geonames-pin
IND848114AAA,DalsinghSarai_Wardno13_D (Bihar),DalsinghSarai,Bihar,848114,25.692434375,85.818059375,"B.Chaksekhu, Ghataho, Mishratol, Pan Basadhia, Mukhtiarpur, Akhtiarpur Khajuri, Ashinchak, Bajitpur Meari, Soeral, Kamraon, Belamegh, Bombaiya Harlal, Chakbahauddin, Chaknawada, Chandchour, Dalsinghsarai, Dalsinghsarai Bazar, Pandit Tol Tabhka, Depura, Konaila, Mathurapur, Musapur, Pagra, Mehsari, Chapta, Paroria, Bahadurpur, Rampur Jalalpur, Keota, Janakpur, Banghara, Pachpaika",Bihar,geonames-pin
IND000000AAS,Bongaigaon_Chpaguri_D (Assam),Bongaigaon,Assam,000000,,,,,
IND160102AAD,Chandigarh_Raiprkln_C (Chandigarh),Chandigarh,Chandigarh,160102,30.7465,76.7417,"Raipur Kalan, Mauli Jagran",Chandigarh,geonames-pin
IND207247AAB,Aliganj_KaimgnjRD_D (Uttar Pradesh),Aliganj,Uttar Pradesh,207247,27.476122222222223,79.16976111111111,"Nadrala, Gahi, Akbarpurkot, Ubhai Asadnagar, Kakora, Jasrathpur, Sarauth, Kaila, Junedpur, Datingara, Amraulirattanpur, Angriya, Mohammadnagar Bajhera, Nagla Gajpat, Pardanapur, Sarutiya, Aliganj (Etah), Daheliyapooth",Uttar Pradesh,geonames-pin
IND641006AAD,Coimbatore_ElngoNgr_C (Tamil Nadu),Coimbatore,Tamil Nadu,641006,10.8911,77.0331,"Krishnarayapuram, Ganapathy, Maniakarampalayam",Tamil Nadu,geonames-pin
IND212501AAA,Soraon_BypassRD_D (Uttar Pradesh),Soraon,Uttar Pradesh,212501,,,,,
IND400701AAA,Mumbai_Ghansoli_DC (Maharashtra),Mumbai,Maharashtra,400701,19.1167,72.9833,Ghansoli,Maharashtra,geonames-pin
IND606003AAA,Virudhchlm_SelamRd_D (Tamil Nadu),Virudhchlm,Tamil Nadu,606003,11.5216,79.30711,"Erumanur, Budamur, Manavalanallur, Kargudal, Paravalur, Kuppanatham, Ko  Adhanur, T   Gopurapuram, Thoravalur, Sathamangalam",Tamil Nadu,geonames-pin
IND843109AAB,Kanti_Central_DPP_2 (Bihar),Kanti,Bihar,843109,26.16072105263158,85.31136315789473,"Jamin Mathia, Singar, Raksha, Kabilpur, Birpur, Mahartha, K.H.Ramani, B.,mahanand, B.Pandey, Kanti, Haridaspur, B.Kesho, Panapur Kariat, Pakhnaha Shriram, Nariar Panapur, Sainpatti S.P.Singh, Pipra Asli, S.Barkagaon, Sadiquepur",Bihar,geonames-pin
IND695012AAA,Trivandrum_Mnanthla_H (Kerala),Trivandrum,Kerala,695012,8.6085,77.015,"Poojapura H.O, Thamalam, Poojapura Junction",Kerala,geonames-pin
IND787057AAA,Dhemaji_WardNo3_D (Assam),Dhemaji,Assam,787057,27.57340909090909,94.76895909090908,"Nagakhelia, Khubalia, Jiadhal, Jamuguri Panchali, Bishnupur, Hatigarh, Guttung, Goalchapori, Bulakata, Borlung, Borachira Gaon, Bauli, Lakhipathar, Subahi, Raiting, Matikhola, Perabari, Moridhal, Aradhal, Gohaingaon, Batgharia, Dhemaji",Assam,geonames-pin
IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),BilaspurHP,Himachal Pradesh,174001,31.21962,76.963785,"Dobha, Lakhanpur, Tatoh, Raura Sector Bilaspur, Deoth, Brahampukhar, Binola, Beri Razadian, Sai Kharsi, New Bilaspur Town Ship, Bilaspur (Bilaspur- HP) H.O, Bilaspur Kty, Noa, Kothipura, Chhakoh, Deoli, Bandla, Bamta, Chharol, Kallar",Himachal Pradesh,geonames-pin
IND843301AAA,Sitamari_Durma_D (Bihar),Sitamari,Bihar,843301,26.576,85.5397,"Shaktipith Chandidham, Sitamarhi H.O",Bihar,geonames-pin
IND306902AAA,Sumerpur_BazarDPP_D (Rajasthan),Sumerpur,Rajasthan,306902,25.6373,73.648,"Netra, Pomawa, Palri-jod, Koliwara, Sumerpur Krishi Upaj Mandi, Fattapura, Kanpura, Sumerpur, B.M.G. Hospital Ramnagar",Rajasthan,geonames-pin
IND683565AAA,Kunnathund_Pringla_D (Kerala),Kunnathund,Kerala,683565,10.002,76.4005,"Vempilly, Kumarapuram (Ernakulam), Pazhamthottam, Peringala",Kerala,geonames-pin
IND360003AAA,Rajkot_Kothriya_DC (Gujarat),Rajkot,Gujarat,360003,22.430000000000003,70.81961538461539,"Rajkot Marketing Yard, Kotda Nayani, Anandpar Navagam, Khorana, Rajkot Bedipara, Sanosara, Maliyasan, Pipaliya(A), Kagadadi, Bedi(Rajkot), Anandpar(Morbi), Gauridad, Jaliya(Dhrol)",Gujarat,geonames-pin
IND276305AAA,Saraimeer_MsmcyDPP_D (Uttar Pradesh),Saraimeer,Uttar Pradesh,276305,25.9757,83.0353,"Nandaon, Nardah, Saraimeer, Rajapur Sikaraur, Niauj, Beenapara, Babu Ki Basti, Mirja Pur, Rangdih, Towa",Uttar Pradesh,geonames-pin
IND335524AAA,Rawatsar_ShivmDPP_D (Rajasthan),Rawatsar,Rajasthan,335524,29.029629032258065,74.28874838709677,"4 Cym, 4 Dwm, Mainawali, Mirzewali Mer, Mohanmagaria, Naurangdesar, Madhunagar, Naiyasar, Moter, 15 Kwd, Jorawarpura, Bhompura, Hardaswali, Mahela, Bisrasar, Baramsar, Kanwani, Daniyasar, Rawatsar (Hanumangarh), Pallu, Khoda, Dhannasar, Dablikalan, Chahuwali, Purabsar, Lakhuwali Head, Thalarka, Chahiyan, Poharka, Bherunsari, Rampura Matoria",Rajasthan,geonames-pin
IND600116AAB,Chennai_Porur_DPC (Tamil Nadu),Chennai,Tamil Nadu,600116,12.799666666666669,79.93513333333334,"Sriramachandra Deemed Uty, Alapakkam, Porur",Tamil Nadu,geonames-pin
IND680307AAA,Chalakudy_SurbhiTh_D (Kerala),Chalakudy,Kerala,680307,10.3422,76.2977,"Chalakudi H.O, Chalakudi Town, Chalakudi South",Kerala,geonames-pin
IND712124AAA,Hooghly_DC (West Bengal),Hooghly,West Bengal,712124,22.8245,88.3384,"Nanda, K G R S Path, Saradapally, Bighati, Bhadreswar",West Bengal,geonames-pin
IND627756AAA,Sankaran_Kovil_D (Tamil Nadu),Sankaran,Tamil Nadu,627756,8.7987,77.542,"Sankarankovil H.O, Sankarankovil Bazaar",Tamil Nadu,geonames-pin
IND380054AAA,AMD_Memnagar (Gujarat),AMD,Gujarat,380054,22.7611,72.2477,"Thaltej Road, Bodakdev",Gujarat,geonames-pin
IND424101AAA,Chalisgaon_BhadgDPP_D (Maharashtra),Chalisgaon,Maharashtra,424101,20.5658,75.0922,"Chalisgaon Adarsha Nagar, Chalisgaon R S, Chalisgaon Town, Chalisgaon H.O",Maharashtra,geonames-pin
IND176215AAA,Dharamshala_GrudwrRd_D (Himachal Pradesh),Dharamshala,Himachal Pradesh,176215,32.1259,76.2119,"Dharamsala H.O, Kotwali Bazar Dharamsala, Shamnagar Dharamsala",Himachal Pradesh,geonames-pin
IND275303AAA,Dohrighat_AzmrdDPP_D (Uttar Pradesh),Dohrighat,Uttar Pradesh,275303,26.097442857142852,83.53151428571428,"Mohammadabad Sipah, Canal Head, Dohari  Ghat, Nai Bazar, Mahula, Panail, Gotha",Uttar Pradesh,geonames-pin
IND812002AAA,Bhagalpur_Pbroad_DC (Bihar),Bhagalpur,Bihar,812002,25.2705,87.0844,"Sujaganj Bazar, Tatarpur, Bhagalpur City",Bihar,geonames-pin
IND413501AAA,Osmanabad_Kakdepot_D (Maharashtra),Osmanabad,Maharashtra,413501,18.1896,76.0397,"Osmanabad H.O, Milly Colony, Vidyanagar (Osmanabad), Osmanabad Town",Maharashtra,geonames-pin
IND844101AAB,Hajipur_ThaneDPP_D (Bihar),Hajipur,Bihar,844101,25.8172,85.2628,"Yusufpur, Hajipur Chowk, Rambhadra, Hajipur H.O",Bihar,geonames-pin
IND201304AAA,Noida_Sec-83_DC (Uttar Pradesh),Noida,Uttar Pradesh,201304,28.4014,77.535,"Baraula, Maharishi Nagar, Chhaprauli Bengar, Gejha",Uttar Pradesh,geonames-pin
IND585330AAE,Humnabad_EBroad_D (Karnataka),Humnabad,Karnataka,585330,17.994085714285713,77.2966,"Kallur, Sindankera, Hallikhed (K), Dhannura (R), Hankuni, Humnabad Industrial Area, Humnabad",Karnataka,geonames-pin
IND805110AAD,Nawada_Central_DPP_2 (Bihar),Nawada,Bihar,805110,25.0168,85.6328,Nawadha H.O,Bihar,geonames-pin
IND783301AAA,Dhubri_Tetultol_D (Assam),Dhubri,Assam,783301,26.0675,90.0224,"Dhubri H.O, Dhubri Bazar",Assam,geonames-pin
IND400072AAJ,Mumbai_Tejpal_I (Maharashtra),Mumbai,Maharashtra,400072,18.9808,72.8338,"Vihar Road, Sakinaka",Maharashtra,geonames-pin
IND144401AAB,Phagwara_Lovely_D (Punjab),Phagwara,Punjab,144401,31.2326,75.7895,"Mehli Gate Phagwara, Thaper Colony Phagwara, Phagwara H.O, Banga Road Phagwara, Bazar Sarafan Phagwara",Punjab,geonames-pin
IND335501AAA,Bhadra_GMndiDPP_D (Rajasthan),Bhadra,Rajasthan,335501,29.058116666666667,75.21669166666668,"Anupshahar, Bhagwan, Bhanai, Utradabas, Karanpura, Bhojasar, Dobi, Gandhi Bari, Ajitpura, Bhadra, Bhadi, Bhangarh",Rajasthan,geonames-pin
IND335804AAD,Suratgarh_Central_DPP_2 (Rajasthan),Suratgarh,Rajasthan,335804,29.342468181818184,73.65361363636363,"Rampura Neola, Sardarpura Bika, Suratgarh City, Padampura, Ghamandia, Narwana, Rajiasar, Bhagwansar, Govindsar, Rajpura Pipran, Ramsara Jakhran, Farm Colony Suratgarh, Birdwal Head, Badopal, Mahaksar, Manaktheri, Deidaspura, Mokalsar, Rampura, Suratgarh, Hindor, Maler",Rajasthan,geonames-pin
IND581115AAC,Ranebennur_SriRmNGR_D (Karnataka),Ranebennur,Karnataka,581115,14.708486363636364,75.4999,"Kudapali, Honnatti, Hanumapur, Chikkuravatti, Choudadanapur, Devaragudda, Haranagiri, Hirebidari, Kajjari, Sunakalbidari, Ranebennur, Kakol, Gudgur, Asundi, Hanumanamatti, Airani, Magod, Ranebennur Bzr, Aremallapur, Ranebennur Eng-college, Budapanahalli, Ranebennur Extn",Karnataka,geonames-pin
IND631501AAA,Kanchipuram_DC (Tamil Nadu),Kanchipuram,Tamil Nadu,631501,12.6207,79.6513,"Tirukachinambi Street, Kanchipuram Collectorate, Kanchipuram H.O, Thoopul, Little Kanchipuram, Pillayarpalayam, Kanchipuram Cutchery",Tamil Nadu,geonames-pin
IND847103AAA,Benipur_Javahar_D (Bihar),Benipur,Bihar,847103,26.005764705882356,86.13811764705882,"Neori, Korthu, Jayantipur, Shivnagarghat, Ruchighat, Pohhadi, Mohiuddinagar Pakari, Mahinam, K.Jagdishpur, Benipur, Harsinghpur, Motipur, Rohar, Antaur, Nari, Bhawanipur, Andauli",Bihar,geonames-pin
IND141003AAB,Ludhiana_GillChwk_DC (Punjab),Ludhiana,Punjab,141003,30.8047,75.8361,"A.P. Basti, Shimlapuri, Indl  Colony, Labour Colony (Ludhiana), Millerganj, Janta Nagar",Punjab,geonames-pin
IND742149AAA,Murshidabad_Sirjudol_D (West Bengal),Murshidabad,West Bengal,742149,24.15278888888889,88.14608888888888,"Lalbagh (Murshidabad), Kurmitola, Talgachi, Khoshbagh, Jahankosha, Jafrabad, Bhattabati, Gopinathpur, Murshidabad",West Bengal,geonames-pin
IND231225AAB,Anpara_Parasi_D (Uttar Pradesh),Anpara,Uttar Pradesh,231225,24.34708,82.9998,"Anpara Tps, Bairpan, Kandhaura, Radhore, Dibulgani",Uttar Pradesh,geonames-pin
IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),Chittapur,Karnataka,585211,17.204615384615387,76.92845384615384,"Bhagewadi, Alhalli, Dandothi, Dandgund, Chittapur, Yargal, Margol, Bankalga, Satnoor, Rajola, Diggaaon, Dongaon, Kardal",Karnataka,geonames-pin
IND560300AAB,Bangalore_East_I_20 (Karnataka),Bangalore,Karnataka,560300,13.2257,77.575,Bangalore International Airport,Karnataka,geonames-pin
IND500008AAC,Hyderabad_Tolichwk_I (Telangana),Hyderabad,Telangana,500008,17.4171,78.4772,"Toli Chowki, Golconda, Lunger House, Nanakramguda, Kakatiya Nagar, Sakkubai Nagar",Telangana,geonames-pin
IND201307AAA,Noida_Chukhndi_D (Uttar Pradesh),Noida,Uttar Pradesh,201307,28.5929,77.4021,"Noida Sector 34, Sarfabad, Noida Sector 55, Parthala Khanjarpur",Uttar Pradesh,geonames-pin
IND122001AAA,GGN_DPC (Haryana),GGN,Haryana,122001,28.418000000000003,76.9839,"Gurgaon Kty., Khandsa Road, Urban Estate (Gurgaon), Arjun Nagar, Gurgaon H.O, Gurgaon South City I, New Colony (Gurgaon), Gurgaon Sector 17, Mini Sectt., Basai Road, Shivaji Nagar (Gurgaon)",Haryana,geonames-pin
IND742226AAA,Sagardighi_UtBzrDPP_D (West Bengal),Sagardighi,West Bengal,742226,24.16950625,88.22252499999999,"Pundi, Moregram, Nimgram Beluri, Suki, Samsabad, Noapara, Megha Siara, Kharati, Harhari, Dohali Dangapara, Dhanpatganj, Boyar, Bokhara, Aheripara, Bhola, Sagardighi",West Bengal,geonames-pin
IND415003AAA,Satara_DC (Maharashtra),Satara,Maharashtra,415003,17.6661,74.1735,"Sangamnagar Satara, Kshatra Mahuli, Khed(Wadhe)",Maharashtra,geonames-pin
IND276140AAA,Jiyanpur_Central_DPP_1 (Uttar Pradesh),Jiyanpur,Uttar Pradesh,276140,26.153900000000004,83.3351,"Chaklal Chand, Jameen Harkhori, Jiyanpur",Uttar Pradesh,geonames-pin
IND521165AAA,Vuyyuru_BhogdDPP_D (Andhra Pradesh),Vuyyuru,Andhra Pradesh,521165,16.3453,80.83267777777777,"Gandigunta, Lakshmana Nagar, Garikiparru, Vuyyuru East, Penamakuru, Ambedkarnagar, Yakamuru, Kanakavalli, Vuyyuru",Andhra Pradesh,geonames-pin
IND625531AAA,Theni_Rathnam_D (Tamil Nadu),Theni,Tamil Nadu,625531,10.01587,77.48243,"Kunnur, Ammatchiapuram, T.Nagar (Theni), Palanichettipatti, Buthipuram, Bangalamedu, Kodangipatti, Allinagaram, Annanji, Theni",Tamil Nadu,geonames-pin
IND271201AAA,Balrampur_PBRDDPP_D (Uttar Pradesh),Balrampur,Uttar Pradesh,271201,27.49271363636364,82.34446818181817,"Beer Pur Khairaniya, Birahin Pur, Bhatpurwa Kala, Deoria, Belha, Balrampur Degree College, Balrampur H.O, Jabdha, Katra Shankar Nagar, Jewnar, Mirjapur, Bahre Kuiya, Koilara, Balrampur City, Bhagautiganj, Bargadhi, Bheekh Pur, Purab Tola, Bishunipur, Pandari, Farenda, Gajaihwa",Uttar Pradesh,geonames-pin
IND414001AAA,AhmedNagar_DC (Maharashtra),AhmedNagar,Maharashtra,414001,19.0512,75.1407,"Sarjepura, M.G.Udyan, Anandibazar, Ahmednagar H.O, Ahmednagar City",Maharashtra,geonames-pin
IND414302AAB,Parner_Hindcwk_D (Maharashtra),Parner,Maharashtra,414302,19.169566666666665,74.57373333333334,"Pimpalner, Padali Darya, Pimprijalsen, Vadzire, Vadegavan, Punewadi, Vadner Haveli, Babulwade, Mhasane, Loni Haveli, Ralegan Siddhi, Chincholi, Panoli, Ganjibhoyare, Parner",Maharashtra,geonames-pin
IND695614AAA,Kilimanoor_Krvnkuzy_D (Kerala),Kilimanoor,Kerala,695614,8.7999,76.8792,"Mulakkalathukavu, Adayamon, Thattathumala",Kerala,geonames-pin
IND387001AAA,Nadiad_DC (Gujarat),Nadiad,Gujarat,387001,23.0401,73.0053,"SRP Group Area Nadiad, Ashram Road -Nadiad, Dumral Bazar, Nadiad H.O",Gujarat,geonames-pin
IND262701AAA,Lakhimpur_Maheva_D (Uttar Pradesh),Lakhimpur,Uttar Pradesh,262701,28.08950357142857,80.69400714285713,"Deokali, Bijhauli, Razaganj, Rajgarh, Lakhimpur, Lakhperaganj, Murtiha, Kalaam, Meerpur, Manyora, Shivpuri (Kheri), Siyathu, Midania, Rampur Gokul, Barkherwa, Kheri H.O, Sankata Devi, Baherwa, Udaipur Mahewa, Lokesor, Mudia Khera, Piparawan, MahrajNagar, Naibasti, Rangila Nagar, Fardhan, Kaimahra, Ganeshpur",Uttar Pradesh,geonames-pin
IND517325AAA,Madnapalle_PngnrRd_D (Andhra Pradesh),Madnapalle,Andhra Pradesh,517325,13.5866,78.4619,"Kothapeta Madanapalle, Madanapalle Society Colony, Madanapalle H.O",Andhra Pradesh,geonames-pin
IND127021AAA,Bhiwani_DC (Haryana),Bhiwani,Haryana,127021,28.6418,75.9763,"Bseh Bhiwani, Halu Bajar Bhiwani, Bus Stand Bhiwani, Birla Colony Bhiwani, Mini Sect Bhiwani, Jalan Hospital Bhiwani, Bhiwani H.O, Lohar Bazar",Haryana,geonames-pin
IND147001AAB,Patiala (Punjab),,Punjab,147001,30.3793,76.1644,"Bahera Road Patiala, Sheran Wala Gate Patiala, Patiala H.O, Dukhniwaran Sahib, NSNIS Patiala, Civil Lines Patiala, Ragho Majra Patiala, Patiala City, Jaurian Bhattian, Medical College (Patiala), Law Court",Punjab,geonames-pin
IND431203AAA,Jalna_BhgyaNgr_D (Maharashtra),Jalna,Maharashtra,431203,19.6929,75.8818,"Jalna Mondha, Rakhiv Police Bal Jalna, Jalna H.O, Ambika Market Jalna",Maharashtra,geonames-pin
IND132103AAB,Panipat_PC (Haryana),Panipat,Haryana,132103,29.3882,76.9586,"Panipat N.S.M., Panipat City, Panipat Model Town, Panipat Sugar Mills, Panipat GT Road, Panipat Kranti Nagar, Panipat H.O, Panipat Patel Nagar, Panipat Kishanpura",Haryana,geonames-pin
IND000000ADV,Chennai_Mdhavram_C (Tamil Nadu),Chennai,Tamil Nadu,000000,,,,,
IND303008AAB,Dudu_NrainaRD_D (Rajasthan),Dudu,Rajasthan,303008,26.70988235294117,75.2978705882353,"Dudu, Dantri, Dhandholi, Rasili, Rehlana, Sakhoon, Sewa, Sinodia, Gehlota, Sirohi Kalan, Gagardoo, Nanan, Padasoli, Ladera, Harsoli, Khudiyala, Sali",Rajasthan,geonames-pin
IND132001AAA,Karnal (Haryana),,Haryana,132001,29.6875,76.8847,"Karnal HBC, Karnal Partap Pura, Karnal New Prem Nagar, Karnal Railway Road, Karnal Ram Nagar, Karnal Sadar Bazar, Karnal H.O, Canal Colony, Karnal Model Town, Karnal NDRI, Karnal Sector-6, Mini sectt- sector-12 Kanral, Karnal Kutchery, Karnal GBS, Sector-8 Karnal, Sector 4 Karnal, Jundla Gate, Kanral Industrial Area, Cssri",Haryana,geonames-pin
IND757037AAA,Karanjia_Sarubali_D (Orissa),Karanjia,Orissa,757037,21.787,85.9314052631579,"Karanjia Court, Karanjia (Mayurbhanj), Karanjia Golei, Ghosada, Ghagarda, Kendumundi, Chitraposi, Kerkera, Karanjia Bazar, Patbil, Kushpada, Kendujiani, Indupur, Rasamtala, San Deuli, Bhanra, Bhadubeda, Kuliposi, Nedhuapal",Odisha,geonames-pin
IND584101AAA,Raichur_LSRoad_DC (Karnataka),Raichur,Karnataka,584101,16.202,77.2515,"Raichur Nijalingappa Nagar, Raichur R.S., Raichur Saath Katchery, Raichur Naya Bazar, Raichur H.O",Karnataka,geonames-pin
