centre_code,centre_name,city,state,pin,lat,lon,pin_place,pin_state,source
IND623526AAA,Rameswram_Kdthdstrt_D (Tamil Nadu),Rameswram,Tamil Nadu,623526,9.4401,78.6733,"Rameswaram East, Rameswaram, Olaikuda, Rameswaram Road",Tamil Nadu,geonames-pin
IND124103AAA,Jhajjar_DC (Haryana),Jhajjar,Haryana,124103,28.615714285714283,76.66368095238096,"Yakubpur, Utlodha, Sulodha, Silani, M.P.Majra, Kheri Kumar, Jondhi, Gurukul Jhajjar, Gawalison, Dadri Toe, Court Complex Jhajjar, Dadanpur, Palra, Dawla Raiya, Jahazgarh, Jhajjar, Hasanpur, Khatiwas, Gudha, Silana, Talao",Haryana,geonames-pin
IND277201AAA,Bariya_BgnprDPP_D (Uttar Pradesh),Bariya,Uttar Pradesh,277201,25.8746,84.2676,"Bhagwanpur, Chandpur, Jagdeva, Tengarihi, Bairia (Ballia), Pandey Pur",Uttar Pradesh,geonames-pin
IND606801AAB,Chetpet_Blmrgnst_D (Tamil Nadu),Chetpet,Tamil Nadu,606801,12.4683,79.3534,"Palampettai, Ulagampattu, Chettupattu Polur, Morakaniyanur, Maruthuvambadi",Tamil Nadu,geonames-pin
IND581334AAA,Honnavar_Prbhtngr_D (Karnataka),Honnavar,Karnataka,581334,14.3149,74.4775882352941,"Prabhatnagar, Salkod, Hosakuli, Honavar Bazar, Kadle, Honavar, Herangadi, Jalavalli, Upponi, Durgakeri, Mugva, Samsi, Mugva Surkatte, Bhaskeri, Kelagina Mudkani, Areangadi, Nilkod",Karnataka,geonames-pin
IND370001AAA,Bhuj_DC (Gujarat),Bhuj,Gujarat,370001,23.403985,69.89563000000001,"Dhori, Zura, Kotay, Khatri Chakla Bhuj, Kunariya, Loria, Bhagadia, Bhuj Darbargadh Chowk, Bhuj H.O, Bibar, Dhrang, Zinkdi, Vang, Sumrasar (S), Nagor, Mirzapar, Nirona, Habay, Bhuj Ravalwadi, Lodai",Gujarat,geonames-pin
IND204101AAA,Hathras (Uttar Pradesh),,Uttar Pradesh,204101,27.58251724137931,78.14209655172414,"Arjunpur, Ahabaranpur, Garhi Balna, Kunwarpur, Jogia, Bisana, Parsara, Ruheri, Koka, M M Hathras, Allehpur, Hatisa Bhagwantpur, Nayaganj Hathras, I A Hathras, Ahen, Hathras City, Veernagar, Sokhana, Luheta Khurd, L C Hathras, Gangcholi, Meetai, Tuksan, Hathras, Ladpur, Lakhnu, Tehra, Tochhigarh, Karas",Uttar Pradesh,geonames-pin
IND509103AAB,Wanaparthy_VallaDPP_D (Telangana),Wanaparthy,Telangana,509103,16.703,77.8097,Wanaparthy H.O,Telangana,geonames-pin
IND600048AAA,Chennai_Vandalur_Dc (Tamil Nadu),Chennai,Tamil Nadu,600048,12.8904,80.072425,"Mudichur, Otteri Extension, Vandalur, Mannivakkam",Tamil Nadu,geonames-pin
IND671323AAD,Manjeshwar_Central_D_1 (Kerala),Manjeshwar,Kerala,671323,12.73640588235294,74.9292,"Bangramanjeshwar, Pavoor, Miyapadavu, Charla, Udyavara, Kunjathur, Majibail, Kodlamogaru, Moodambail, Koliyur, Kadambar, Hosabettu, Vorkadi, Manjeshwar, Badaje, Pathoor, Anekallu",Kerala,geonames-pin
IND341030AAA,Tarnau_BsstdDPP_D (Rajasthan),Tarnau,Rajasthan,341030,27.11688571428571,74.1299,"Merwas, Sandila, Ubasi, Pharrod, Rohina, Tarnau, Dehari",Rajasthan,geonames-pin
IND734214AAB,Mirik_WardNo3_D (West Bengal),Mirik,West Bengal,734214,26.8882,88.1901,"Mirik, Thurbo, Seeyok, Ookayati, Gopal Dhara, Lower Soureni, Duptin-10",West Bengal,geonames-pin
IND363621AAB,Wankaner_JivanDPP_D (Gujarat),Wankaner,Gujarat,363621,22.02564210526316,70.74743421052632,"Amarpara Wankaner, Kotharia, Lunsar, Vaghasiya, Vardusar, Khijadia, Lunsariya, Mahika, Arnitimba, Bhalgam, Bherda, Bhimguda, Chandrapur, Daldi, Dhuva, Gariya, Ghiyavad, Jalida, Kankot, Kerala, Kherva, Kothi, Matel, Mesariya, Paddhara, Panchasia, Panchdwarka, Pipaliya Raj, Rajavadala, Ranekpar, Ratidevdi, Samadhiyala, Sardharka, Sindhavadar, Tarakiya, Tithva, Wankaner, Valasan",Gujarat,geonames-pin
IND571313AAB,Chamarjngr_BrDbleRd_D (Karnataka),Chamarjngr,Karnataka,571313,11.955953333333332,77.0609,"Shivapura, Doddarayapet, Zilla Adalitha Bhavan, Chamarajanagara, Bedaguli, Badanaguppe, Udigala, Mariyala, Uttuvalli, Heggotara, Somvarpet, Chamarajanagara Bazar, Attikane, Madapura, Kellamballi",Karnataka,geonames-pin
IND679329AAA,Nilambur_StteHW28_D (Kerala),Nilambur,Kerala,679329,11.2727,76.2257,"Aurvacode, Eranhimangad, Edivanna, Chandakkunnu, Nilambur",Kerala,geonames-pin
IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),Nadaun,Himachal Pradesh,177033,31.664283333333334,76.43481666666666,"Chamukha, Kaloor, Bharmoti, Bela, Nadaun, Kohla",Himachal Pradesh,geonames-pin
IND502286AAB,Narayankhed_Datatrya_D (Telangana),Narayankhed,Telangana,502286,18.042280769230768,78.08299615384615,"Rudrar, Narayankhed, Wasar, Morgi, Abbenda, Tornal, Chapta, Dawoor, Yenkemuri, Yelgoi, Shelgera, Sanjeevaraopet, Pulkurthi, Audatpur, Badalgaon, Manur, Bellapur, Karasgutti, Karamungi, Hanmanthraopet, Vallur, Lingapur, Kangti, Nagoor, Ananthasagar, Damargidda",Telangana,geonames-pin
IND345001AAA,Jaisalmer_Gopa3PL_D (Rajasthan),Jaisalmer,Rajasthan,345001,26.96246511627907,71.02152093023255,"Tejpala, Salkha, Poonam Nagar, Chatogarh, Jaisalmer H.O, Chhatrail, Lanela, Bida, Roopsi, Amarsalagar, Bhoo, Gandhi Colony Jaisalmer, Badoda Gaon, Chelak, Bhagu Ka Gaon, Deora, Dhaisar, Kanoi, Keeta, Khuiyala, Sultana, Adabala, Bandha, Baramsar, Rasla, Dedha, Dabla, Bhadasar, Kathori, Sam, Dewa, Jaisalmer Ignp Colony, Jaisalmer Collectorate, Khinya, Jaisalmer Gopa Chowk, Mulana, Mokhala, Damodara, Sonu, Jaisalmer Bsf, Nedai, Narsinghaon Ki Dhani, Parewar",Rajasthan,geonames-pin
IND574216AAA,Dhrmsthala_Beltngdi_D (Karnataka),Dhrmsthala,Karnataka,574216,12.941059999999998,75.4035,"Samedakalapu, Kayarthadka, Dharmasthala, Nidle, Puduvettu",Karnataka,geonames-pin
IND722122AAA,Bishnupur_StnRdDPP_D (West Bengal),Bishnupur,West Bengal,722122,23.1378,87.14380476190476,"Salda, Janta, Bishnupur (Bankura), Muninagar, Raibaghini, Amral, Uliara, Basantimela, Beliadangarpara, Rasikganj, Digpar, Dwarika, Gossainpur, Rahagram, Kantabari, Joykrinhspur, Gopalnagar, Chakdaha, Bishnupur Stn Rd, Ajodhya, Lalbandh",West Bengal,geonames-pin
IND321022AAA,Kaman_BsstdDPP_D (Rajasthan),Kaman,Rajasthan,321022,27.646121052631575,77.25607894736842,"Bolkhera, Sablana, Matuki, Sunhera, Garh Ajan, Akata, Dhamari, Chhichhalwari, Bilond, Luhesor, Kamanlsg, Barauli Dhau, Anand Dadri, Dhilawati, Musepur, Indrauli, Pasopa, Bhandara, Bilong",Rajasthan,geonames-pin
IND505302AAB,Vemulawada_Central_DPP_2 (Telangana),Vemulawada,Telangana,505302,18.388318181818185,79.12696363636364,"Sankepalli, Satrajpalli, Anpur, Chekkapalli, Suddala, Vemulawada, Stambampalli, Marpaka, Cheerlavancha, Rudraram, Chintalathana",Telangana,geonames-pin
IND624619AAA,Oddnchtram_Palani_D (Tamil Nadu),Oddnchtram,Tamil Nadu,624619,10.42229375,77.8097,"Veriyappur, Kalanjipatti, Vadagadu, S.R.G.Pudur, Puduchatram, Palakkanuthu, Old Oddanchatram, Oddanchatram, Neelamalaikottai, Nalupulikottai, Kethaiyarumbu, Kaveriammapatti, Athikombai, Arasappapillaipatti, Oddanchatram North, Kollapatti",Tamil Nadu,geonames-pin
IND722101AAB,Bankura_NapitDPP_D (West Bengal),Bankura,West Bengal,722101,23.2505,87.3849,"Bankura H.O, Lalbazar (Bankura), Feder Road, Nutanchati, Bankura  DSB, Pilgrim Road",West Bengal,geonames-pin
IND127201AAA,Loharu_BstndDPP_D (Haryana),Loharu,Haryana,127201,28.564395,75.78489499999999,"Budhera, Kural, Bisalwas, Dhani Dhola, Barwas, Chahar Kalan, Kharkari, Singhani, Paju, Chahar Khurd, Loharu, Parvezpur, Sohansara, Sehar, Nakipur, Jhanjra Sheoran, Gignow, Fartia Bhima, Dhighawa Jattan, Bardu Chaina",Haryana,geonames-pin
IND281121AAB,Vrindavan_MathuraRD_D (Uttar Pradesh),Vrindavan,Uttar Pradesh,281121,27.581,77.6966,"Loi Bazar, Sri Bankey Bihari Ji, Raman Rati, G.N. Bazar, Manav Sew Shangh, Gurkul, Brij Accadamy, Leela Dham, Vrindaban",Uttar Pradesh,geonames-pin
IND476001AAA,Morena_Prjapati_D (Madhya Pradesh),Morena,Madhya Pradesh,476001,26.41342068965517,78.1096724137931,"Kheda Mevda, Morena City, Gopalpura Morena, Sihori, Nayakpura, Dikhatpura, Lalorkalan, Bertha, Khandoli, Jigani, Khaneta, Jarah, Distt. Court Morena, Shivlal Ka Pura, Hetampur, Nagra, Gospur, Mrigpura, Kotwal, Hingona, Kishanpur, Mungaoli, Morena H.O, Morena Mandi, Ambah Road Morena, Mata Basaiya, Morena Goun, Mudiakheda, Joura Khurd",Madhya Pradesh,geonames-pin
IND360311AAA,Gondal_DC (Gujarat),Gondal,Gujarat,360311,22.016895,70.74456,"Trakuda, Khandadhar, Jamvadi, Hadamtala (Shemla), Khambha, Hadamtala (Kolithad), Gondal H.O, Ghoghavadar, Garnara, Daiya, Lunivav, Vekri, Vachhra, Anida Bhalodi, Gondal Bhagvatpara, Vora Kotda, Bhunava, Umrali, Shivrajgadh, Semla, Sandhvaya, Ribda, Pipaliya(Sadak), Patidad, Nana Mandva, Mota Mandva, Rib, Kolithad, Khadvanthali, Biliyala, Charakhadi, Chordi, Dadva Mota, Gundasara, Gondal Bhojrajpara, Gondal College Chowk, Gondal Market Yard, Ramod, Gondal Bhuvneshwari Pith, Ambardi",Gujarat,geonames-pin
IND713145AAB,Manteswar_MemariRD_D (West Bengal),Manteswar,West Bengal,713145,23.59538,87.96286666666667,"Denur, Tarasusuna, Lohar, Singhali, Putsuri, Purbakhanpur Bamunpara, Maldanga, Kalui, Galatun, Bhojpur, Asanpur, Kasa, Kaigram, Manteswar, Chandrapur",West Bengal,geonames-pin
IND480661AAA,Seoni_Kidwai_D (Madhya Pradesh),Seoni,Madhya Pradesh,480661,22.03547931034483,79.52339310344827,"Hathnapur, Badalpar, Jaitpur Kala, Seoni City, Palari-chhidiya, Seoni H.O, Sillore, Sindaria, Vijaypani, Binjhawada, Fulara, Mugwani Kala, Marbodi, Belpeth, Gopalganj, Seoni Barapathar, Suktara, Dhobisarra, Pipardahi, Amgaon, Tighra, Rajola, Bordai, Jam, Bamhodi, Karirat, Chawadi, Chakki Khamariya, Babaira",Madhya Pradesh,geonames-pin
IND721602AAB,Haldia_Central_D_2 (West Bengal),Haldia,West Bengal,721602,22.0758,88.1375,"Durgachak, Durgachak Colony, Khanjanchak, Basudevpur",West Bengal,geonames-pin
IND360530AAB,Jamjodhpur_Court_D (Gujarat),Jamjodhpur,Gujarat,360530,22.209207142857142,70.14288571428571,"Jamjodhpur Darbargadh, Kadbal, Balva, Vanavad, Kotdabavisi, Hothijikhadba, Sidhsar, Vasantpur, Mahiki, Gingni, Patan, Jamwali, Jamjodhpur, Ishwaria",Gujarat,geonames-pin
IND791102AAA,Pasighat_MissonRd_D (Arunachal Pradesh),Pasighat,Arunachal Pradesh,791102,27.94626923076923,95.18426923076925,"Pasighat, Rani, Yagrung, Sille, Ledum, Debing, Ruksin, Korang, Nari, Oyan, Koyu, Bilat, Balek",Arunachal Pradesh,geonames-pin
IND242221AAA,Jalalabad_farukngr_D (Uttar Pradesh),Jalalabad,Uttar Pradesh,242221,27.730332500000003,79.73243249999999,"Baharia, Shahpur, Makrandpur, Mirzapur, Singaha, Dhai, Barua, Kakrala, Bhaunti, Bangaon, Khadhar, Gularia, Bhura, Zarinpur, Malupur, Dhiaria, Gurugram, Singhayousufpur, S Purkayasthan, Sulamanpurpatti, Ch Sahabganj, Tingri, Udaipurbhoor, Ch Bahadupur, Gunara, Chadura, Mangtora, Alldadpur Baihari, Kateli Bmaua, Chaukee, Jalalabad Mandi, Jam Daulatpur, N G Mahsulpur, Palharai, Jareenpur, Burhaura, Pirthvipurdhai, Jamuneya, Jalalabad (Shahjahanpur), Pehna",Uttar Pradesh,geonames-pin
IND476111AAA,Ambah_MrenTirh_D (Madhya Pradesh),Ambah,Madhya Pradesh,476111,26.61105,78.148,"Goth, Nayapura, Rithona, Kasmada, Bindwa, Malbasai, Bijaigarh, Mahua, Thara, Ambah, Rupahati, Bareh, Ruar, Parikshit Ka Pura, Ludhawali, Kamtari, Uasith, Khandkapura, Barbai, Ratan Basai, Rachhed, Jonhan, Gadhia Raipur, Mahasukhkapura, Kishroli, Jaloni, Runhera, Chandkapura, Ambah Ganj, Amilheda, Laljeetkapura, Adhanpur",Madhya Pradesh,geonames-pin
IND518422AAB,Atmakur_IndraNgr_D (Andhra Pradesh),Atmakur,Andhra Pradesh,518422,15.579633333333334,78.03506666666667,"Musalimadugu, Kothapalli, Dudyala, Karivena, Iskala, Siddapuram, Bhanumukkala, Atmakur (Kurnool), Pinnapuram, Kurukunda, Siddepalli, Vadlaramapuram, Erramattam, Nallakalva, Guvvalakunta, M.Lingapuram, Indireswaram, Bairluty, Nandikunta, Gokavaram, Sivapuram",Andhra Pradesh,geonames-pin
IND201204AAA,Modinagar_SikriKla_DC (Uttar Pradesh),Modinagar,Uttar Pradesh,201204,28.83235,77.55559285714286,"Begmabad, Gyaspur, Nagla Akhu, Saunda, Khindora, Sikri Kalan, Niwari, Modi Nagar, Painga, Tibra, Shahjahanpur, Khanjarpur, Patla, Sikri Khurd",Uttar Pradesh,geonames-pin
IND796321AAB,Champhai_AwmpiVng_D (Mizoram),Champhai,Mizoram,796321,23.542404,93.33292,"Dilkawn, Lungphunlian, Tlangsam, Hmunhmeltha, Champhai, Dilkawn, Leisenzo, Zote 'e', N.Khawbung, Khuangphah, Vaikhawtlang, Hruaikawn, Tualcheng, Sesih, Ruantlang, Maulkawi, Khawnuam, Ngur, Zokhawthar, Vapar, Bethel, Murlen, Hnahlan, Khuangleng, Kelkang",Mizoram,geonames-pin
IND494334AAB,Kanker_KrisnKunj_D (Chhattisgarh),Kanker,Chhattisgarh,494334,20.28182307692308,81.39533076923077,"Vyas Kongera, Govindpur, Puswada, Mardapoti, Bewarti, Chiprel, Murvend, Kanker Kutchery, Kokpur, Aturgaon, Pidapal, Pataud, Kanker H.O",Chhattisgarh,geonames-pin
IND516269AAA,Rayachoti_Madnpali_D (Andhra Pradesh),Rayachoti,Andhra Pradesh,516269,14.040488235294118,78.74679411764704,"Eguvagottiveedu, Sibyala, Anumpalli, Pemmadapalli, Gorlamudiveedu, Chennamukka Palli, Botlachervu, Odiveedu, Endapalli, Balireddygari Palli, Diguvagottiveedu, Katinayakunta, Gunnikuntla, Rayachoti, Madhavaram, Sanjeevi Nagar, Abbavaramvandlapalli",Andhra Pradesh,geonames-pin
IND415612AAA,Ratnagiri_MjgaonRd_D (Maharashtra),Ratnagiri,Maharashtra,415612,17.260116666666665,73.4468,"Karla, Ratnagiri H.O, Mirya, Phansavale, Kelye, Chinchkhari, Tonade, Tilak Memorial (RTG), Kolambe, Tembye, Bhatye, Someshwar, Dande Adom, Ratnagiri Collectorate, Majgaon, Pomendi Khurd, Pomendi Budruk, Phansop",Maharashtra,geonames-pin
IND387620AAB,Kapadvanj_Busstand_D (Gujarat),Kapadvanj,Gujarat,387620,23.045892,73.120672,"Vadali, Jher, Savli, Sunda, Letar, Navagam, Danadra, Bhutia, Antisar Gat- Kpdvj, Ambaliara, Ghadia, Aminpura, Vishnupura, Sorna, Thavad, Bhungalia, Antisar, Dahiup, Dudhathal, Garod, Vaghas, Kalaji, Kapadwanj, Alwa, Kavath",Gujarat,geonames-pin
IND202001AAC,Aligarh_Central_D_2 (Uttar Pradesh),Aligarh,Uttar Pradesh,202001,27.9165,78.06455555555556,"Industrial Area Aligarh, Aligarh H.O, Sarai Kutub, Naurangabad, Kutchery (Aligarh), Aligarh City, Bannadevi, Civil Court (Aligarh), Delhi Gate (Aligarh), D S College, Form Press, Gandhi Eye Hospital, I T I Road, Jaiganj, Madar Darwaja, Mahavir Ganj, Manik Chowk, Ramghat Road, Rasal Ganj, Sarai Khirni, Sarai Labaria, Sasni Gate, Subhash Road (Aligarh), T R M M Aligarh, Upperkot, Vishnupuri, Dodhpur",Uttar Pradesh,geonames-pin
IND425409AAA,Shahada_Nandrbar_D (Maharashtra),Shahada,Maharashtra,425409,21.452628571428573,74.42631428571428,"Ambapur, Londhare, Dhurkheda, Shelti, Kalsadi, Mohida TH, Shirud-digar, Vardhe, Sonwad, Sulvade, M-mohida, Padalda, Lonkheda, Shahada, Kalmadi, Raikhed, Shahada Town, Kahatul, Bhade, Brahmanpuri, Mubarakpur",Maharashtra,geonames-pin
IND571426AAA,Krishnarajpet_MuruPost_D (Karnataka),Krishnarajpet,Karnataka,571426,12.73284375,76.53971250000001,"Vittalapura, Tendekere, Krishnarajapete, Byrapura, Bandihole, Sindaghatta, Seelenere, Murukanahalli, Rayasamudra, Chattamgere, Ballekere, Modur, Agraharabachahalli, Makavalli, Haralahalli, Valagerememenesa",Karnataka,geonames-pin
IND581400AAB,Mallapur_ShtDRDPP_D (Karnataka),Mallapur,Karnataka,581400,14.86712,74.34367999999999,"Mallapur, Kaiga, Devalmakki, Kerwadi, Kaiga Workers Colony",Karnataka,geonames-pin
IND785612AAB,Bokakhat_MlnprDPP_D (Assam),Bokakhat,Assam,785612,26.6402,93.6005,"Bokakhat, Siljuri, Dhansiri Muich, Lakhowjaan Tiniali, Diffolu T.E., Dofalada, Dolamara, Borjuri, Bokakhat Rajabari, Balijan Aamtenga, Kakachang, Khotia Toli, Naharjaan",Assam,geonames-pin
IND723202AAA,Jhalda_GMukrDPP_D (West Bengal),Jhalda,West Bengal,723202,23.38005,85.97838333333333,"Hetgugui, Goria, Murguma, Mahatomara, Mosina, Bagbinda, Pathjhalda, Chekya, Jhalda, Hensahatu, Khamar, Begunkodar, Kalma, Ichag, Durgi, Rigid, Brajapur, Pandua",West Bengal,geonames-pin
IND816109AAA,Sahebganj_BaraLoha_D (Jharkhand),Sahebganj,Jharkhand,816109,25.208992857142857,87.6874,"Sahibganj, Mahadeo Ganj, Baluagairah, Barajirwabari, Hariprasad Diara, Balapokhar, Bara Madansahi, Ganga Prasad Diara, Hazipur Bari Kodarjana, Sahibganj College, Sahibganj Court, Banjhi, Rampur, Maharajpur",Jharkhand,geonames-pin
IND273303AAA,Maharajganj_PakriDPP_D (Uttar Pradesh),Maharajganj,Uttar Pradesh,273303,27.18740740740741,83.51636666666666,"Neta Surhurwa, Panewa Panei, Baspar Baijauli, Khajuria, Mahuawa, Katahra, Uska, Belwa Khurd, Bagapar, Chehari, Salamat Garh, Chauk, Pakdinauni A, Nadua Bazar, Dhanewa Dhanai, Bauliaraja, Belwa Qazi, Kamhariakala, Maharajganj MDG, Kotamukund Pur, Darahata, Khutha Bazar, Karmha, Sonara, Sewareji, Rudhaulibhawshak, Collectrate Compound Maharajganj",Uttar Pradesh,geonames-pin
IND370615AAB,Nakhatrana_ClgRDDPP_D (Gujarat),Nakhatrana,Gujarat,370615,23.343100000000003,69.2669,"Rampar (R), Nakhatrana, Naranpar (R)",Gujarat,geonames-pin
IND473226AAA,Guna_Raghogrh_D (Madhya Pradesh),Guna,Madhya Pradesh,473226,24.4457,77.181575,"Awan, Raghogarh, Kherai, Ramnagar",Madhya Pradesh,geonames-pin
IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),ChrkhiDdri,Haryana,124141,28.9145,76.5292,Power Plant Jharli,Haryana,geonames-pin
IND757024AAA,Sankerko_AmbkaDPP_D (Orissa),Sankerko,Orissa,757024,21.8952,86.4112,"Baunsbilla, Bajratundi, Tangasole, Uthani Nuagaon, Jadunathpur, Paikabasa, Kerko Baiganbaria, Kadualbandh, Gudialbandh, Sankerko, Belam, Talanda",Odisha,geonames-pin
IND306304AAB,Raipur_BypRDDPP_D (Rajasthan),Raipur,Rajasthan,306304,25.9113,73.96058333333333,"Kalab-kalan, Deepwas, Raipur  Marwar, Jhoontha, Haripur, Pachanpura",Rajasthan,geonames-pin
IND444005AAB,Akola_Gaurkshn_I (Maharashtra),Akola,Maharashtra,444005,20.7494,77.054,"Umari, Gudadhi, Jatherpeth Akola",Maharashtra,geonames-pin
IND410503AAA,Ambegaon_Manchar_D (Maharashtra),Ambegaon,Maharashtra,410503,19.0044,73.9435,"Manchar, Chandoli BK, Vadgaon Kashimbeg, Pimpalgaon Mahalunge, Landewadi, Narodi",Maharashtra,geonames-pin
IND586211AAA,Indi_SindgiRD_D (Karnataka),Indi,Karnataka,586211,17.1918,75.91298333333333,"Bargudi, Nimb R.S., Padnur, Ahirsang, Lachyan, Nimbal",Karnataka,geonames-pin
IND505425AAA,DhrmpuriTS_HanumDPP_D (Telangana),DhrmpuriTS,Telangana,505425,18.44097,79.18251000000001,"Jaina, Thimmapur, Donthapur, Kamalapur, Madhunur, Dharmapuri, Raipatnam, Rajaram, Sirkonda, Gopalpur",Telangana,geonames-pin
IND508223AAA,Thirumalagiri_Xroad_D (Telangana),Thirumalagiri,Telangana,508223,16.876,79.2009,"Velicharla, Mamidyala, Pedapadisala, Gundepuri, Vasthakonduru, Bandakothapally, Jalalpuram, Tatipamula, Thonda, Tirumalgiri, Malipuram, Janakipuram",Telangana,geonames-pin
IND608001AAA,Chidambaram_ARBNorth_DC (Tamil Nadu),Chidambaram,Tamil Nadu,608001,11.6327,79.4467,"Chidambaram West, Chidambaram H.O, Chidambaram East, Chidambaram North, Muthukamatchithottam, Chidambaram Cutcherry",Tamil Nadu,geonames-pin
IND425412AAA,Nandurbar_DhuleRd_D (Maharashtra),Nandurbar,Maharashtra,425412,21.50278108108108,74.22017567567568,"Dhamdai, Shinde, Khondamali, Arditara, Nandurbar Kutchery, Sindgavhan, Patonda, Pachorabari, Sundarde Digar, Sutare, Umarde-KH, Vasalai, Vikharan, Waghale, Palashi, Samsherpur, Nandurbar Bazar, Lahan-shahada, Nandarkhe, Kothali KH, Korit, Borale, Karajkupa, June Mohide, Gujarbhavali, Dhulwad, Dhekwad, Bhone, Ashte, Songirpada, Pimplod, Dhanora, Natavad, Thanepada, Kolda, Bhaler, Nandurbar",Maharashtra,geonames-pin
IND509324AAA,Kalwakurthy_VidyaNGR_D (Telangana),Kalwakurthy,Telangana,509324,16.703,77.8097,"Tandra, Kalwakurthy, Jajala, Jupally, Panjugula, Mukurala, Kondareddipally, Gokaram, Gundur, Sirasanagandla, Yellikal, Raghupathipeta, Charakonda, Lingasanipally",Telangana,geonames-pin
IND754022AAA,Tangi_SriDPP_D (Orissa),Tangi,Orissa,754022,20.4496,85.7057,"Kotasahi, Garudagaon, Uchapada, Bhatimunda, Safa, Bhagatpur, Bainchua, Kairapari, Karanji",Odisha,geonames-pin
IND628613AAA,Peikulam_SriVnktpm_D (Tamil Nadu),Peikulam,Tamil Nadu,628613,8.5121125,77.8793875,"Therkankulam, Karunkadal, Asirvathapuram, Kattarimangalam, Puliankulam, Mirankulam, Palaniappapuram, Savariarpuram",Tamil Nadu,geonames-pin
IND395004AAB,Surat_Central_D_3 (Gujarat),Surat,Gujarat,395004,21.2623,73.0694,"Katargam, Vasta Devdi Road, Singanpore, Motived, Dabholi, Gotalawadi",Gujarat,geonames-pin
IND384170AAA,Unjha_DC (Gujarat),Unjha,Gujarat,384170,23.8171,72.38079411764704,"Dabhi, Bhankhar, Amudh, Hajipur, Sihi, Unjha Kotkuva, Vanagala, Upera, Tundav, Sunok, Ranchhodpura, Karli, Aithor, Unjha, Dasaj, Unjha Umiya Mataji, Maktupur",Gujarat,geonames-pin
IND676306AAA,Tirurangadi_Kooriyad_D (Kerala),Tirurangadi,Kerala,676306,11.125725,75.96505,"Mampuram, Kooriyad, Tirurangadi Bazar, Pantarangadi, Tirurangadi, Cherumukku, Kakkad, Olakara",Kerala,geonames-pin
IND507117AAB,Manuguru_AskNagar_D (Telangana),Manuguru,Telangana,507117,17.2094,80.3654,"Manuguru, Bayyaram, Janampeta, Manuguru Colls, Mallaram, Anantharampatti Mallur, Venkatraopet, Uppaka, Bhupathiraopeta, Samithisingaram, Ramanajaram, Karakagudem, Duginepalli, Pinapaka, Elchireddipalli, Gopalaraopeta, Pagideru, Kondaigudem, Singareddipalli, Padmapuram",Telangana,geonames-pin
IND735224AAA,Mainaguri_MilpaDPP_D (West Bengal),Mainaguri,West Bengal,735224,26.53544,88.87273,"Ulladabri, Nutan Bazar, Dakhin Moamari, Jalpesh Mandir, Maynaguri, Bhangerhat, Saptibari, Shoulmari, Tekatuli, Uttar Saptibari, Madhya Khagrabari, Madhabdanga, Dhawlaguri, Banesh Jn, Churabhander, Jabramali, Benkandi, Bhangamali, Alok Jhari, Amguri Bazar",West Bengal,geonames-pin
IND303503AAA,Lalsot_NWclyDPP_D (Rajasthan),Lalsot,Rajasthan,303503,26.76037619047619,76.39396666666667,"Daulatpura, Bilona, Khatwa, Hodayali, Lalpura, Lalsot, Sanwasa, Thuni Dhirajpura, Bagdi, Sumel, Shivsinghpura, Kankariya, Mirjapura, Deoli, Chandsen, Nirjharna, Srimaa, Talab Gaon, Chondiawas, Jhapada, Kalyanpura",Rajasthan,geonames-pin
IND425109AAA,Erandol_BsStdDPP_D (Maharashtra),Erandol,Maharashtra,425109,20.8544,75.3056,"Erandol, Savkheda Hol, Vikhran, Utran, Borgaon BK, Khadke Budruk, Padmalaya, Toli Khurd, Bhavarkheda, Khadke Khurd, Hanmantkheda, Bhatkheda",Maharashtra,geonames-pin
IND384265AAB,Patan_Central_D_2 (Gujarat),Patan,Gujarat,384265,23.78285625,71.792659375,"Rajpur, Mesar, Patan Three Gate, Patan H.O, Aghar, Patan H N G University, Sujnipur, Katra (Samal), Kotavad, Vamaiya, Vadli, Sagodiya, Runi, Patan Siddhraj Road, Patan Rajkawada, Patan City, Pachakvada, Odhva, Nayta, Rampura, Kunwara, Ajimana, Anawada, Dasawada, Dhanawada, Dharnoj, Dharpur, Dunawada, Hansapur, Kalyana, Kamliwada, Kansa",Gujarat,geonames-pin
IND331304AAA,Taranagar_RajRdDPP_D (Rajasthan),Taranagar,Rajasthan,331304,28.581,74.97482424242425,"Jori, Bhaleri, Dhani Asha, Nethwa, Togawas, Dhani Kumharan, Rajas, Bhanin, Bhuchawas, Allayala, Banara, Bhalau Tal, Taranagar Bazar, Kalwas, Changoi, Sarayan, Melusar, Taranagar, Gajuwas, Kohina, Kotwad Tal, Chalkoi Banirotan, Dhana Bhakran, Jharsar Kandhlan, Jigsana Tal, Jothran, Pandreu Tal, Punras, Redi Bhurawas, Seowa, Bain, Pandreu Tibba, Anandsinghpura",Rajasthan,geonames-pin
IND530012AAC,Vizag_Gajuwaka_L (Andhra Pradesh),Vizag,Andhra Pradesh,530012,17.8817,83.3409,"Jaggayyapalem, Tunglam, Sheelanagar, Mindi, B H P V, Visweswarayanagar, Autonagar",Andhra Pradesh,geonames-pin
IND000000AFR,Cochin_PanditRd_D (Kerala),Cochin,Kerala,000000,,,,,
